epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,2179.63,0.68114,0.51775,0.91759,0.82851,0.80697,0.86943,0.69957,0.60828,0.45708,0.88183,0.004885,0.004885,0.004885
157,2196.05,0.67974,0.52051,0.91588,0.82876,0.80461,0.86833,0.69836,0.60841,0.45789,0.88173,0.004852,0.004852,0.004852
158,2212.61,0.68167,0.51914,0.91767,0.82251,0.81043,0.86983,0.69897,0.60834,0.45821,0.88158,0.004819,0.004819,0.004819
159,2229.23,0.67859,0.51693,0.91681,0.8225,0.8072,0.87014,0.6999,0.608,0.45683,0.88129,0.004786,0.004786,0.004786
160,2245.98,0.68027,0.51376,0.916,0.82338,0.80684,0.87125,0.70061,0.60794,0.45644,0.88118,0.004753,0.004753,0.004753
161,2262.79,0.68566,0.52,0.91414,0.82161,0.80989,0.87222,0.7013,0.60839,0.45524,0.88128,0.00472,0.00472,0.00472
162,2279.68,0.68368,0.51705,0.91602,0.81983,0.81402,0.87259,0.70139,0.60766,0.45582,0.88101,0.004687,0.004687,0.004687
163,2296.47,0.67937,0.51527,0.91627,0.82784,0.80507,0.87154,0.70079,0.60762,0.45648,0.88107,0.004654,0.004654,0.004654
164,2313.09,0.67829,0.51382,0.91594,0.81972,0.81156,0.87174,0.70241,0.60664,0.45581,0.88066,0.004621,0.004621,0.004621
165,2329.77,0.67899,0.51447,0.91458,0.82349,0.81124,0.87173,0.70191,0.60621,0.45547,0.88054,0.004588,0.004588,0.004588
166,2346.19,0.67428,0.51221,0.91349,0.82571,0.81029,0.87132,0.70192,0.60628,0.45663,0.88048,0.004555,0.004555,0.004555
167,2362.74,0.67281,0.50879,0.91329,0.82157,0.81026,0.87083,0.70145,0.60648,0.45715,0.88053,0.004522,0.004522,0.004522
168,2379.3,0.67708,0.50969,0.91222,0.82079,0.81514,0.87158,0.70113,0.60636,0.4572,0.88057,0.004489,0.004489,0.004489
169,2395.66,0.67466,0.50871,0.91352,0.81543,0.81831,0.87217,0.70146,0.60621,0.45596,0.88049,0.004456,0.004456,0.004456
170,2412.44,0.6759,0.50801,0.91316,0.81653,0.81822,0.87304,0.70226,0.60551,0.45608,0.88033,0.004423,0.004423,0.004423
171,2428.91,0.67602,0.51151,0.91417,0.81631,0.81846,0.87294,0.70252,0.60547,0.45603,0.88028,0.00439,0.00439,0.00439
172,2445.63,0.67444,0.50571,0.91332,0.81882,0.81917,0.87289,0.70254,0.60493,0.45534,0.8801,0.004357,0.004357,0.004357
173,2462.5,0.66979,0.50523,0.9123,0.82016,0.81615,0.87258,0.70291,0.60432,0.45488,0.87991,0.004324,0.004324,0.004324
174,2479,0.67141,0.50267,0.91547,0.81461,0.82342,0.87356,0.70375,0.60364,0.45394,0.8797,0.004291,0.004291,0.004291
175,2496.03,0.67111,0.50134,0.91148,0.81755,0.82003,0.87369,0.70398,0.60318,0.45328,0.87953,0.004258,0.004258,0.004258
176,2512.77,0.66619,0.50246,0.90995,0.82422,0.81463,0.87394,0.70412,0.60302,0.45248,0.87952,0.004225,0.004225,0.004225
177,2529.53,0.67012,0.50049,0.91224,0.82167,0.8168,0.87429,0.70468,0.60276,0.45131,0.87943,0.004192,0.004192,0.004192
178,2546.2,0.67326,0.50121,0.91286,0.82884,0.81261,0.87448,0.70507,0.60203,0.45079,0.87917,0.004159,0.004159,0.004159
179,2563.01,0.66625,0.49798,0.91222,0.82524,0.81532,0.8756,0.7062,0.60106,0.44987,0.87889,0.004126,0.004126,0.004126
180,2579.86,0.66675,0.49875,0.91102,0.82418,0.81761,0.87614,0.70661,0.60069,0.44936,0.87882,0.004093,0.004093,0.004093
181,2596.3,0.66179,0.49053,0.90885,0.82969,0.81313,0.87632,0.70687,0.60025,0.44865,0.87868,0.00406,0.00406,0.00406
182,2613.23,0.66124,0.49127,0.91029,0.82811,0.81716,0.87699,0.70796,0.59976,0.44803,0.87851,0.004027,0.004027,0.004027
183,2629.77,0.66504,0.49361,0.91043,0.82519,0.81676,0.87719,0.70821,0.59896,0.44832,0.87832,0.003994,0.003994,0.003994
184,2646.61,0.66534,0.49453,0.9088,0.82672,0.81502,0.87743,0.70886,0.59852,0.44779,0.87815,0.003961,0.003961,0.003961
185,2663.47,0.66301,0.4864,0.90769,0.82935,0.814,0.8775,0.70887,0.59817,0.44726,0.87802,0.003928,0.003928,0.003928
186,2679.91,0.66159,0.49163,0.90916,0.82989,0.81377,0.87741,0.70966,0.59783,0.44677,0.87787,0.003895,0.003895,0.003895
